Concentration,Forecast
0.0317,0.026116938969044726
0.012,0.026441174708313912
0.0045,0.027672257280851615
0.0408,0.02576737231264513
0.00795,0.025579923525880132
0.0168,0.030098959141944447
0.02535,0.026775542814435265
0.0074,0.025374743097123845
0.02115,0.026595693302809385
0.0469,0.025825633422045063
0.02475,0.02563311845185398
0.0206,0.025658449368984388
0.02355,0.0254406034816629
0.02215,0.025630585360140942
0.035,0.02709471237027837
0.00215,0.025263287061750062
0.01685,0.02633731794807925
0.0325,0.027127642562547898
0.00195,0.02770012128969506
0.0637,0.030732232070204583
0.07255,0.02595482109941013
0.0181,0.027393617192417154
0.0756,0.027140308021113103
0.005,0.025379809280549927
0.0185,0.025118900834106752
0.0801,0.027140308021113103
0.09895,0.025349412179993442
0.0097,0.02552672859990628
0.00475,0.02878428454287641
0.0062,0.02544566966508898
0.04365,0.026557696927113777
0.0135,0.02675781117244398
0.02145,0.025630585360140942
0.01345,0.028632299040093977
0.1244,0.02576230612921905
0.0107,0.027221366955930398
0.01675,0.027008587252034994
0.00615,0.025856030522601547
0.0047,0.025805368688340737
0.0284,0.028019290845538166
0.01555,0.025541927150184524
0.00155,0.02567111482754959
0.0144,0.026499435817713846
0.03515,0.029232641776084586
0.002417,0.026917395950365533
0.0405,0.027829308967060127
0.1203,0.02651463436799209
0.02515,0.02638038050720094
0.0142,0.025600188259584454
0.0234,0.02700098797689587
0.005526,0.025600188259584454
0.020947,0.026838870107261277
0.053947,0.02587122907287979
0.00495,0.026691950787904928
0.03115,0.027244164781347762
0.0015,0.025653383185558307
0.01255,0.0258281665137581
0.0072,0.026808473006704792
0.0342,0.02585349743088851
0.00685,0.0276089299880256
0.01735,0.0274214812012606
0.01195,0.02567871410268871
0.0336,0.025471000582219388
0.0306,0.02538994164740209
0.01655,0.02529621725401959
0.0138,0.02953914587336249
0.1295,0.02722390004764344
0.00485,0.02639304596576614
0.0226,0.027297359707321615
0.0339,0.02595735419112317
0.0028,0.02576230612921905
0.04125,0.03039533087237019
0.00825,0.02525822087832398
0.0072,0.025306501606374536
0.006846,0.0260840087767752
0.00965,0.025962420374549253
0.011,0.02580790178005378
0.0152,0.026869267207817765
0.04285,0.025450735848515062
0.0179,0.026648888228783238
0.02955,0.02600041675024486
0.00735,0.02595988728283621
0.0153,0.025123967017532833
0.0143,0.027365753183573708
0.00715,0.02562551917671486
0.01985,0.025848431247462427
0.01475,0.025235423052906616
0.0299,0.0259902843833927
0.0061,0.026111872785618644
0.0367,0.02911105337385864
0.0223,0.02623852737127067
0.06075,0.02543047111481074
0.0642,0.02756586742890391
0.00345,0.025413144767493543
0.024773,0.026641288953644114
0.01225,0.026507035092852967
0.00245,0.026276523746966277
0.0111,0.025648317002132225
0.01,0.02689966430837425
0.00335,0.02746960994380837
0.00405,0.025926957090566683
0.01925,0.02619293172043594
0.0356,0.025400074014254252
0.0286,0.026200530995575063
0.0169,0.025911758540288442
0.01015,0.025397135627867124
0.03175,0.026765410447583102
0.02345,0.026210663362427226
0.01385,0.025265820153463105
0.0043,0.028812148551719857
0.01105,0.02647410490058344
0.0598,0.025455802031941144
0.0373,0.025227823777767496
0.02795,0.026210663362427226
0.0349,0.02772322308611799
0.00695,0.025319015079436954
0.0271,0.02538112648824071
0.0261,0.026282400519740533
0.03205,0.026114405877331683
0.0458,0.029658201183875396
0.0329,0.025278485612028306
0.0046,0.025379809280549927
0.03515,0.029232641776084586
0.0141,0.02608907496020128
0.02715,0.026593160211096346
0.0044,0.025215158319202294
0.0108,0.02731762444102594
0.0096,0.025443136573375942
0.00855,0.025980152016540536
0.0142,0.026648888228783238
0.02145,0.027158039663104386
0.02385,0.02700605416032195
0.0182,0.025838298880610264
0.0266,0.025640717726993105
0.00175,0.02632971867294013
0.0074,0.025374743097123845
0.0317,0.02595482109941013
0.00695,0.02736828627528675
0.01995,0.02575723994579297
0.018211,0.02553939405847148
0.0103,0.02538994164740209
0.0074,0.026020681483949183
0.00175,0.025709111203245198
0.00945,0.026408244516044385
0.0255,0.026410777607757428
0.0762,0.02553939405847148
0.03265,0.027431613568112762
0.07905,0.0278090442333558
0.00995,0.03594812121652635
0.0345,0.025215158319202294
0.02005,0.02582056723861898
0.019,0.025681247194401752
0.008403,0.025240489236332698
0.0309,0.02738348482556499
0.0129,0.0258965599900102
0.00165,0.027482275402373572
0.01013,0.02556979115902797
0.04335,0.025232889961193578
0.0474,0.027917967177016546
0.0274,0.03109446418516938
0.0317,0.026116938969044726
0.0115,0.025557125700462764
0.0333,0.02548366604078459
0.02175,0.025326462369073294
0.0256,0.03181639532338593
0.00045,0.026258792104974994
0.044158,0.02594722182427101
0.00575,0.025311415804297833
0.11855,0.03001030093198803
0.0043,0.027069381453147967
0.0541,0.02551912932476716
0.00145,0.02524808851147182
0.0317,0.025232889961193578
0.04865,0.02582056723861898
0.0141,0.025698978836393035
0.0284,0.02586616288945371
0.11605,0.02619799790386202
0.0117,0.025650850093845264
0.01465,0.025876295256305873
0.0146,0.026646355137070196
0.0037,0.03109193109345634
0.02585,0.026826204648696075
0.0304,0.025541927150184524
0.01015,0.025263287061750062
0.0059,0.03099820670007384
0.1011,0.025177161943506686
0.0092,0.032363543133402686
0.09115,0.025572324250741008
0.022,0.02873615580032864
0.0063,0.025217691410915333
0.0485,0.02658105203270801
0.0083,0.02684900247411344
0.03635,0.02566858173583655
0.00875,0.026831270832122157
0.01525,0.025384875463976008
0.01005,0.025932023273992764
0.0309,0.026778075906148304
0.00995,0.02596495346626229
0.02745,0.027588665254321278
0.0184,0.025443136573375942
0.0592,0.029007196613623977
0.034789,0.026605825669661548
0.0271,0.025508996957914996
0.03155,0.025415272564532496
0.02055,0.025600188259584454
0.05075,0.02632211939780101
0.00495,0.026563877670893597
0.00575,0.027102311645417494
0.0015,0.02543807038994986
0.041,0.028449916436755058
0.0305,0.025835765788897225
0.0254,0.02553939405847148
0.0059,0.026532366009983373
0.0224,0.02529621725401959
0.01495,0.026230928096131548
0.03415,0.025939622549131888
0.0331,0.02515689720980236
0.03185,0.026940193775782897
0.0288,0.02594722182427101
0.0403,0.026684351512765804
0.0607,0.02557485734245405
0.03125,0.0255343278750454
0.01585,0.025729375936949524
0.1018,0.025711644294958237
0.02005,0.0346762558674087
0.0109,0.02845751571189418
0.00525,0.02817634253174668
0.00695,0.025268353245176144
0.0371,0.027857172975903573
0.020579,0.026253725921548912
0.02865,0.02736322009186067
0.00685,0.025511530049628035
0.02165,0.03033453667125722
0.01075,0.026256259013261955
0.05855,0.025535797068238966
0.0083,0.02647410490058344
0.0456,0.028422052427911612
0.0151,0.02802182393725121
0.0093,0.025615386809862698
0.00755,0.026025747667375265
0.0164,0.025465934398793307
0.04095,0.026175200078444656
0.0231,0.025645783910419183
0.0061,0.025412739472819454
0.0148,0.027727985298538507
