Concentration,Forecast
0.0,0.013319122426074186
0.026155,0.015123769156930554
0.0,0.010223219844691279
0.009232,0.014053807953027323
0.024057,0.017331953184570602
0.001705,0.016114038888376897
0.024079,0.01964332338172654
0.0,0.010631837075974204
0.024721,0.010624852166037743
0.022033,0.016711883679756654
0.024069,0.013796636269003104
0.003946,0.010223219844691279
0.0,0.010264494312497634
0.014141,0.010223219844691279
0.02395,0.019301697786652396
0.029045,0.01689222135447981
0.006091,0.015353318697115132
0.024435,0.017875823671895892
0.023044,0.014162709048854864
0.0,0.017753270252101636
0.000202,0.010371172936981754
0.022572,0.01351088995342064
0.018292,0.019286775479060866
0.022132,0.016496621455351197
0.0,0.016617269899708235
0.018489,0.013085127943202766
0.022771,0.011329693077807824
0.024119,0.016876664055075874
0.027737,0.010223219844691279
0.004604,0.012158992384809377
0.027654,0.01695032310531491
0.02856,0.018912447805647836
0.026363,0.019036271209066903
0.024553,0.017891380971299827
0.023556,0.013962686627947137
0.000667,0.01657948788687011
1.1e-05,0.010223219844691279
0.024765,0.015076779762812548
0.026248,0.01531712416380802
0.0,0.01664425705173547
0.019966,0.010331485948706413
0.013225,0.017790099777221152
0.015751,0.019729682268213686
0.013348,0.01865210116256159
0.027475,0.015719073981060688
0.0,0.01023496719322078
0.027294,0.01706176416839207
0.005378,0.01697477029009252
0.000866,0.015424120284198345
0.012571,0.019068655791499585
0.008769,0.010223219844691279
0.022089,0.016766175479717323
0.017429,0.017601189713030527
0.028379,0.016897618784885254
0.01837,0.018773384598731038
0.000194,0.01619246037720897
0.027898,0.017090021304044117
0.029139,0.01667918160141777
0.010275,0.016317871260159055
0.029414,0.01737576761962658
0.024804,0.0196620556401925
0.017344,0.010260049369810797
0.000377,0.010223219844691279
0.00651,0.010228617275096726
0.026488,0.014139849343608266
0.026375,0.01338928902134499
0.02717,0.015903221606658278
0.017041,0.017585949909532793
0.029127,0.017841534114025996
0.005096,0.014929144166428274
0.024657,0.018920067707396702
0.018319,0.01731544339744806
0.022243,0.019186129276794597
0.017366,0.017785019842721912
0.012358,0.01963189352910324
0.020452,0.018911177822023024
0.028144,0.01851526042698821
0.01902,0.019471240600564654
0.0,0.012597771727181562
0.022592,0.013945224353105986
0.019264,0.011471296251974246
0.023699,0.015771778301490343
0.020364,0.010994734896763935
0.0,0.010223219844691279
0.026901,0.01834825758032557
0.0,0.010223219844691279
0.002223,0.010223219844691279
0.027708,0.017636114262712825
0.0,0.017625319401901932
0.02611,0.016582027854119732
0.006495,0.017230354494585726
0.026374,0.011917695496095296
0.025423,0.013749011883072693
0.007163,0.013362936861130163
0.002705,0.018454936204809688
0.000202,0.01606927196560231
0.023989,0.010223219844691279
0.003533,0.010223219844691279
0.0,0.010223219844691279
0.019413,0.015061222463408613
0.007481,0.018565424780168243
0.000113,0.010223219844691279
0.02594,0.01771326576792009
0.0,0.010223219844691279
0.016483,0.01888863561268263
0.027466,0.0188848256618082
0.021511,0.018576219640979136
0.023294,0.015233305244570498
0.029139,0.01667918160141777
0.0,0.01635660576071579
0.02677,0.018974677003263572
0.000467,0.018766717184700778
0.01574,0.013112432591136203
0.024104,0.012200584348521937
0.01632,0.012513317816131634
0.024217,0.01078804506182595
0.0,0.017619286979684082
0.016241,0.01698143770412278
0.0,0.01850033811939668
1e-06,0.0193369398322409
0.027526,0.017384340009094053
0.011402,0.01460529834210148
0.0,0.01232726521509683
0.019992,0.017851376487118282
0.024775,0.0159175089224374
0.016208,0.010223219844691279
0.0,0.01820792438978396
0.0,0.01140335212804686
0.026425,0.016744268262189332
0.015464,0.014211920914316287
0.0,0.010223219844691279
0.017904,0.015161868665674882
0.000179,0.01389220253677013
0.00591,0.01039498512994696
0.02317,0.012604121645305617
0.016599,0.011530032994621752
0.001982,0.010223219844691279
0.0,0.010223219844691279
0.021762,0.0186765483473392
0.022781,0.015559056044334508
0.009604,0.01576796835061591
0.023228,0.014898982055339014
0.01654,0.01467609992918469
0.027727,0.01911120024293075
0.021966,0.019619828684667537
0.027025,0.019305190241620623
0.0,0.010908693506182992
0.0,0.010686763867747279
0.006224,0.01706398663973549
0.010981,0.018862283452467803
0.021298,0.012080253400071099
0.022138,0.01783708917133916
0.0,0.011217617022918257
0.009803,0.019128980013678104
0.023786,0.016983342679559994
0.0,0.011531302978246564
0.014045,0.016422644909205957
0.016704,0.016716646118349693
0.016194,0.01513615149727246
0.020364,0.010994734896763935
0.017711,0.017599919729405715
0.019801,0.01879910176713346
0.021295,0.015849882294416216
0.000718,0.017901223344392113
0.024183,0.017132883251381487
0.026112,0.018406041835254468
0.016443,0.01112046327562022
0.0,0.010223219844691279
0.011706,0.01712748582097604
0.023852,0.019431236116383113
0.000169,0.018513672947457198
0.015358,0.014188743713163487
0.0,0.010314341169771465
0.022138,0.019498862744404294
0.01578,0.01606704949425889
0.017403,0.01513615149727246
0.001898,0.01775041278894581
0.020281,0.010395302625853163
0.015381,0.0187229027496448
0.020014,0.015854009741196853
0.008481,0.013750281866697505
0.028678,0.01851653041061302
0.028233,0.011805619441205728
0.009567,0.01627215184966586
0.01087,0.012418386540177016
0.008628,0.012402829240773081
0.017685,0.019554742023895975
0.004479,0.019335669848616087
0.0,0.013749329378978896
0.019496,0.01928264803228023
0.0,0.010223219844691279
0.025221,0.015940051131777794
0.004075,0.010223219844691279
0.025104,0.01344612078855528
0.022053,0.01769675598079755
0.0,0.010223219844691279
0.004143,0.010228299779190523
0.023032,0.011852926331229937
0.01113,0.018459063651590325
0.020949,0.017838041659057766
0.001057,0.010223219844691279
0.024259,0.019186764268607003
0.0,0.019721744870558618
0.022677,0.016427089851892795
0.023452,0.01543301016957202
0.029712,0.01856383730063723
0.000103,0.017591982331750647
0.027252,0.019301697786652396
0.0,0.018517165402425425
3e-05,0.011645284008573346
0.0,0.017859631380679555
0.001356,0.0103880002200105
0.02447,0.017727870579605415
0.016228,0.013399448890343479
0.001787,0.015951480984401092
0.0,0.010223219844691279
0.02823,0.017212574723838373
0.0,0.010223219844691279
0.02595,0.016343588428561477
0.000288,0.010223219844691279
0.014536,0.010686128875934873
0.016409,0.010223219844691279
0.001974,0.010223219844691279
0.029805,0.018650831178936778
0.018559,0.016436297233172675
0.028836,0.01578416064183225
0.007802,0.010223219844691279
0.0,0.010387365228198095
0.010978,0.010223219844691279
0.020386,0.018788624402228768
0.022341,0.013615346106561342
1.6e-05,0.016383275416836818
0.0,0.013916967217453943
0.008122,0.01848065337321211
0.022829,0.018287615862240845
0.005612,0.011001084814887988
0.027944,0.010223219844691279
0.011715,0.010223219844691279
0.022466,0.01745609408389587
0.015503,0.01792090809057668
0.02242,0.016036252391357225
0.021488,0.014516399488364714
0.0,0.010223219844691279
0.0,0.014050632993965296
0.0,0.010223219844691279
0.001375,0.010223219844691279
0.016409,0.015856549708446473
0.0,0.017583409942283173
0.028417,0.018804499197538904
0.0,0.010223219844691279
0.003218,0.010223219844691279
0.0,0.017156060452534285
0.0,0.010983940035953042
0.012968,0.010825827074664077
0.011925,0.014731344216863968
0.00599,0.010773440250140626
0.023248,0.01876227224201394
0.012813,0.013673765353302645
0.0,0.011272543814691331
0.026422,0.017167490305157584
0.028626,0.017991709677659895
0.001787,0.016658861863420797
0.0,0.015939733635871593
0.0,0.010223219844691279
0.0,0.01695127559303352
0.00036,0.017906303278891356
0.023864,0.010223219844691279
0.02891,0.01847366846327565
0.023529,0.01532728403280651
0.021057,0.013629633422340465
0.0247,0.01923407115863121
0.006369,0.015268547290159001
0.011634,0.010223219844691279
0.028144,0.01936868942286117
0.026392,0.016793162631744553
0.026801,0.017583409942283173
0.001193,0.010223219844691279
0.009155,0.01095123795761416
0.01603,0.01698969259768405
0.021005,0.017574520056909494
0.022921,0.014407815888443377
0.024514,0.01137795245555064
0.028484,0.018768304664231794
0.022009,0.019164222059266607
0.024146,0.018176492295069888
0.022899,0.017824071839184847
0.008634,0.016776970340528215
0.013699,0.01773422049772947
0.0,0.010223219844691279
0.0,0.01614356600765375
0.023335,0.019401708997106255
0.0,0.015538736306337533
0.0,0.012570467079248127
0.029931,0.01576352340792907
0.001859,0.014821195558319343
0.0,0.010223219844691279
0.028016,0.017250039240770294
0.025242,0.01755547030253733
0.005192,0.010223219844691279
0.0,0.013152754571223951
0.011037,0.010223219844691279
0.017476,0.019089928017215166
0.02622,0.012988926683623336
0.0,0.010223219844691279
0.024291,0.014242083025405548
0.023985,0.01735957532841024
0.021698,0.018647338723968548
0.016928,0.010223219844691279
0.015651,0.01902198389328778
0.027729,0.015805750363454038
0.016556,0.015917826418343602
1.4e-05,0.011435101718667134
0.024746,0.019566171876519274
0.024212,0.01088297633778057
0.000439,0.010223219844691279
0.021713,0.010253064459874336
0.027457,0.016909683629320958
0.020655,0.01781264198656155
0.0,0.01061056485025862
0.013348,0.018048223948963982
0.0,0.019160729604298377
0.027028,0.019497592760779482
0.025853,0.015212350514761117
0.027683,0.017535468060446556
0.0,0.014634825461378335
0.019569,0.017190985002216587
0.021355,0.0144221032042225
0.025314,0.015008835638885162
0.021075,0.019441078489475398
0.020078,0.01507709725871875
0.024518,0.012939079826349507
0.021835,0.01648646158635271
0.029889,0.019039446168128932
0.017711,0.019604906377076008
0.018406,0.014669432515154434
0.01729,0.01465260523212569
0.016619,0.01862543150644056
0.020642,0.011279211228721588
0.019357,0.016215637578361773
0.010292,0.013050203393520466
0.027844,0.01623722729998356
0.007868,0.017311633446573625
0.0,0.01657345546465226
0.0,0.011109668414809325
