,74040126_231
2022-01-14 06:40:03.964346+00:00,1.110132
2022-01-14 07:00:03.422564+00:00,1.014414
2022-01-14 07:20:02.755730+00:00,0.942741
2022-01-14 07:40:03.395182+00:00,0.947428
2022-01-14 08:00:03.064841+00:00,0.965197
2022-01-14 08:20:02.927079+00:00,1.00555
2022-01-14 08:40:02.750750+00:00,0.85259
2022-01-14 09:00:04.335578+00:00,1.016574
2022-01-14 09:20:02.946616+00:00,1.268203
2022-01-14 09:40:02.650585+00:00,0.92094
2022-01-14 10:00:02.930071+00:00,1.164302
2022-01-14 10:20:03.790850+00:00,1.13706
2022-01-14 10:40:03.941566+00:00,1.506481
2022-01-14 11:00:03.146236+00:00,1.431926
2022-01-14 11:20:03.519448+00:00,1.250308
2022-01-14 11:40:03.123217+00:00,1.178157
2022-01-14 12:00:02.810174+00:00,1.058978
2022-01-14 12:20:03.642414+00:00,1.390357
2022-01-14 12:40:02.864515+00:00,1.389842
2022-01-14 13:00:05.118642+00:00,1.114882
2022-01-14 13:20:03.520286+00:00,1.038005
2022-01-14 13:40:02.571811+00:00,1.013071
2022-01-14 13:54:03.663734+00:00,0.932995
2022-01-14 13:56:02.532232+00:00,0.932995
2022-01-14 13:58:02.268246+00:00,0.932995
2022-01-14 14:20:02.124012+00:00,0.820596
2022-01-14 14:40:03.646054+00:00,0.757009
2022-01-14 15:00:03.029688+00:00,0.864767
2022-01-14 15:20:02.120705+00:00,0.910419
2022-01-14 15:40:02.320150+00:00,0.805531
2022-01-14 16:00:06.511319+00:00,0.805565
2022-01-14 16:20:02.654525+00:00,0.734289
2022-01-14 16:40:02.700834+00:00,0.638875
2022-01-14 17:00:03.558646+00:00,0.631347
2022-01-14 17:20:03.098972+00:00,0.510232
2022-01-14 17:40:02.809442+00:00,0.498141
2022-01-14 18:00:02.960125+00:00,0.539474
2022-01-14 18:20:02.212104+00:00,0.476828
2022-01-14 18:40:02.376817+00:00,0.527028
2022-01-14 19:00:02.118354+00:00,0.489471
2022-01-14 19:20:02.879650+00:00,0.439991
2022-01-14 19:40:02.499916+00:00,0.432564
2022-01-14 20:00:04.008651+00:00,0.446616
2022-01-14 20:20:02.540075+00:00,0.484111
2022-01-14 20:40:03.490356+00:00,0.410062
2022-01-14 21:00:03.911881+00:00,0.408983
2022-01-14 21:20:02.239231+00:00,0.412216
2022-01-14 21:40:03.179647+00:00,0.392871
2022-01-14 22:00:02.550260+00:00,0.412744
2022-01-14 22:20:04.843372+00:00,0.39345
2022-01-14 22:40:03.277756+00:00,0.407016
2022-01-14 23:00:04.652974+00:00,0.392677
2022-01-14 23:20:02.618885+00:00,0.37997
2022-01-14 23:40:02.634520+00:00,0.377273
2022-01-15 00:00:04.328785+00:00,0.385544
2022-01-15 00:20:03.007672+00:00,0.395751
2022-01-15 00:40:02.874874+00:00,0.445567
2022-01-15 01:00:03.675927+00:00,0.463144
2022-01-15 01:20:02.298553+00:00,0.551644
2022-01-15 01:40:03.015693+00:00,0.469922
2022-01-15 02:00:03.108287+00:00,0.494342
2022-01-15 02:20:04.357866+00:00,0.506934
2022-01-15 02:40:03.227910+00:00,0.612688
2022-01-15 03:00:03.554732+00:00,0.725748
2022-01-15 03:20:03.191723+00:00,0.743116
2022-01-15 03:40:02.557644+00:00,0.708928
2022-01-15 04:00:02.365384+00:00,0.852462
2022-01-15 04:20:03.709497+00:00,0.884355
2022-01-15 04:40:02.596967+00:00,0.892906
2022-01-15 05:00:03.500426+00:00,1.104126
2022-01-15 05:20:03.890858+00:00,1.244892
2022-01-15 05:40:02.256014+00:00,1.126658
2022-01-15 06:00:02.980313+00:00,1.174875
2022-01-15 06:20:03.679290+00:00,1.2027
2022-01-15 06:40:02.956633+00:00,1.033594
2022-01-15 07:00:03.093274+00:00,1.055097
2022-01-15 07:20:02.723946+00:00,1.042056
2022-01-15 07:40:03.637973+00:00,1.244149
2022-01-15 08:00:03.100195+00:00,1.236478
2022-01-15 08:20:02.853233+00:00,1.080832
2022-01-15 08:40:03.539853+00:00,1.086959
2022-01-15 09:00:02.735959+00:00,1.43195
2022-01-15 09:20:02.927197+00:00,1.048362
2022-01-15 09:40:03.435051+00:00,1.150703
2022-01-15 10:00:02.726394+00:00,0.993171
2022-01-15 10:20:03.395102+00:00,1.008359
2022-01-15 10:40:03.221109+00:00,1.187272
2022-01-15 11:00:03.278483+00:00,1.37172
2022-01-15 11:20:02.909280+00:00,1.483498
2022-01-15 11:40:03.801115+00:00,1.418774
2022-01-15 12:00:03.453211+00:00,1.17337
2022-01-15 12:20:03.546766+00:00,0.90931
2022-01-15 12:40:03.802252+00:00,0.81724
2022-01-15 13:00:04.451687+00:00,0.81261
2022-01-15 13:20:02.298641+00:00,0.758502
2022-01-15 13:40:03.112295+00:00,0.697502
2022-01-15 14:00:02.717261+00:00,0.643169
2022-01-15 14:20:02.762089+00:00,0.598623
2022-01-15 14:40:03.258654+00:00,0.679685
2022-01-15 15:00:03.669993+00:00,0.695086
2022-01-15 15:20:02.595830+00:00,0.807265
2022-01-15 15:40:04.443705+00:00,0.841036
2022-01-15 16:00:03.359411+00:00,1.064148
2022-01-15 16:20:03.183938+00:00,0.635338
2022-01-15 16:40:02.497044+00:00,0.727611
2022-01-15 17:00:03.586976+00:00,0.694842
2022-01-15 17:20:02.920794+00:00,0.58728
2022-01-15 17:40:02.906280+00:00,0.582422
2022-01-15 18:00:04.661190+00:00,0.69552
2022-01-15 18:20:03.022409+00:00,0.623425
2022-01-15 18:40:02.800941+00:00,0.541576
2022-01-15 19:00:04.722474+00:00,0.60141
2022-01-15 19:20:03.902354+00:00,0.65398
2022-01-15 19:40:03.599410+00:00,0.615066
2022-01-15 20:00:02.982031+00:00,0.62026
2022-01-15 20:20:02.735759+00:00,0.644378
2022-01-15 20:40:02.216265+00:00,0.639331
2022-01-15 21:00:02.920083+00:00,0.570114
2022-01-15 21:20:02.343641+00:00,0.741727
2022-01-15 21:40:03.371757+00:00,0.832907
2022-01-15 22:00:02.671232+00:00,0.638897
2022-01-15 22:20:02.984440+00:00,0.452122
2022-01-15 22:40:02.835710+00:00,0.431961
2022-01-15 23:00:05.146816+00:00,0.458958
2022-01-15 23:20:03.110937+00:00,0.456697
2022-01-15 23:40:02.823521+00:00,0.450923
2022-01-16 00:00:03.253199+00:00,0.436593
2022-01-16 00:20:05.871351+00:00,0.42471
2022-01-16 00:40:04.574338+00:00,0.406093
2022-01-16 01:00:37.798907+00:00,0.389301
2022-01-16 01:20:05.454611+00:00,0.409969
2022-01-16 01:40:03.438320+00:00,0.392176
2022-01-16 02:00:03.368836+00:00,0.331499
2022-01-16 02:20:03.651364+00:00,0.331391
2022-01-16 02:40:03.585636+00:00,0.360212
2022-01-16 03:00:03.439615+00:00,0.563306
2022-01-16 03:20:02.898574+00:00,0.449176
2022-01-16 03:40:04.033087+00:00,0.371482
2022-01-16 04:00:03.380345+00:00,0.3684
2022-01-16 04:20:02.539864+00:00,0.354822
2022-01-16 04:40:03.955168+00:00,0.367738
2022-01-16 05:00:03.368658+00:00,0.455924
2022-01-16 05:20:03.095560+00:00,0.49706
2022-01-16 05:40:02.406904+00:00,0.546646
2022-01-16 06:00:02.499889+00:00,0.713427
2022-01-16 06:20:03.035521+00:00,0.57388
2022-01-16 06:40:03.517728+00:00,0.583777
2022-01-16 07:00:03.388085+00:00,0.624524
2022-01-16 07:20:02.540195+00:00,0.718364
2022-01-16 07:40:02.286322+00:00,0.590137
2022-01-16 08:00:02.973934+00:00,0.703689
2022-01-16 08:20:03.290838+00:00,0.758622
2022-01-16 08:40:03.288389+00:00,0.779396
2022-01-16 09:00:03.677267+00:00,0.885028
2022-01-16 09:20:03.138926+00:00,0.883782
2022-01-16 09:40:02.906540+00:00,0.635979
2022-01-16 10:00:04.181395+00:00,0.560526
2022-01-16 10:20:03.252707+00:00,0.692429
2022-01-16 10:40:03.398176+00:00,0.692188
2022-01-16 11:00:03.095496+00:00,0.841765
2022-01-16 11:20:04.054567+00:00,0.915202
2022-01-16 11:40:03.102142+00:00,0.844011
2022-01-16 12:00:03.656584+00:00,0.836924
2022-01-16 12:20:02.933023+00:00,1.024454
2022-01-16 12:40:02.603054+00:00,0.650087
2022-01-16 13:00:03.636370+00:00,0.913065
2022-01-16 13:20:02.772232+00:00,0.807606
2022-01-16 13:40:02.779670+00:00,1.029445
2022-01-16 14:00:02.235688+00:00,0.893895
2022-01-16 14:20:03.215360+00:00,0.898203
2022-01-16 14:40:03.007511+00:00,0.815524
2022-01-16 15:00:02.150219+00:00,0.828072
2022-01-16 15:20:03.051924+00:00,0.942106
2022-01-16 15:40:02.829090+00:00,0.907542
2022-01-16 16:00:03.292325+00:00,0.651054
2022-01-16 16:20:02.840903+00:00,0.486955
2022-01-16 16:40:02.513150+00:00,0.542318
2022-01-16 17:00:03.773052+00:00,0.506691
2022-01-16 17:20:03.817159+00:00,0.525002
2022-01-16 17:40:03.671903+00:00,0.459777
2022-01-16 18:00:02.905007+00:00,0.496972
2022-01-16 18:20:02.736192+00:00,0.546774
2022-01-16 18:40:03.195341+00:00,0.560458
2022-01-16 19:00:03.455528+00:00,0.47766
2022-01-16 19:20:03.311068+00:00,0.417703
2022-01-16 19:40:02.338612+00:00,0.42964
2022-01-16 20:00:03.471005+00:00,0.469837
2022-01-16 20:20:02.856846+00:00,0.469872
2022-01-16 20:40:02.442786+00:00,0.470153
2022-01-16 21:00:03.286865+00:00,0.414318
2022-01-16 21:20:02.507178+00:00,0.391467
2022-01-16 21:40:03.339807+00:00,0.399765
2022-01-16 22:00:03.156318+00:00,0.422828
2022-01-16 22:20:07.215063+00:00,0.470915
2022-01-16 22:40:02.754550+00:00,0.437682
2022-01-16 23:00:03.607393+00:00,0.445531
2022-01-16 23:20:03.269589+00:00,0.430504
2022-01-16 23:40:03.162997+00:00,0.437111
2022-01-17 00:00:04.369458+00:00,0.460389
2022-01-17 00:20:03.750434+00:00,0.433773
2022-01-17 00:40:03.309134+00:00,0.472925
2022-01-17 01:00:03.324836+00:00,0.515385
2022-01-17 01:20:02.658850+00:00,0.52501
2022-01-17 01:40:02.661818+00:00,0.566508
2022-01-17 02:00:03.425746+00:00,0.529392
2022-01-17 02:20:03.177416+00:00,0.62486
2022-01-17 02:40:02.910198+00:00,0.976294
2022-01-17 03:00:02.857882+00:00,1.444035
2022-01-17 03:20:03.943127+00:00,1.277536
2022-01-17 03:40:03.016874+00:00,0.85781
2022-01-17 04:00:05.964292+00:00,1.124498
2022-01-17 04:20:03.463346+00:00,1.445295
2022-01-17 04:40:03.233031+00:00,0.822664
2022-01-17 05:00:03.930955+00:00,0.917642
2022-01-17 05:20:02.554764+00:00,0.92819
2022-01-17 05:40:02.828400+00:00,0.922894
2022-01-17 06:00:03.274872+00:00,1.087276
2022-01-17 06:20:08.241085+00:00,1.37847
2022-01-17 06:40:02.988124+00:00,1.263587
2022-01-17 07:00:04.434688+00:00,1.182393
2022-01-17 07:20:03.043783+00:00,1.198579
2022-01-17 07:40:05.672824+00:00,0.990968
2022-01-17 08:00:04.199354+00:00,0.972417
2022-01-17 08:20:02.140121+00:00,1.068274
2022-01-17 08:40:02.949214+00:00,1.085049
2022-01-17 09:00:03.206330+00:00,1.264612
2022-01-17 09:20:05.125234+00:00,1.276555
2022-01-17 09:40:03.367837+00:00,0.988214
2022-01-17 10:00:02.939387+00:00,0.904562
2022-01-17 10:20:03.648341+00:00,0.849243
2022-01-17 10:40:03.238516+00:00,0.865186
2022-01-17 11:00:03.105077+00:00,1.010019
2022-01-17 11:20:04.250114+00:00,1.105307
2022-01-17 11:40:02.419350+00:00,0.856908
2022-01-17 12:00:05.413271+00:00,1.082107
2022-01-17 12:20:02.738384+00:00,1.516452
2022-01-17 12:40:02.916860+00:00,1.016761
2022-01-17 13:00:05.320824+00:00,1.011755
2022-01-17 13:20:03.384624+00:00,0.788181
2022-01-17 13:40:04.651188+00:00,0.714763
2022-01-17 14:00:03.049311+00:00,0.633175
2022-01-17 14:20:04.171873+00:00,0.647397
2022-01-17 14:40:03.340680+00:00,0.58636
2022-01-17 15:00:04.285933+00:00,0.58023
2022-01-17 15:20:04.138700+00:00,0.644376
2022-01-17 15:40:03.072089+00:00,0.726093
2022-01-17 16:00:03.165737+00:00,0.613908
2022-01-17 16:20:03.247195+00:00,0.507584
2022-01-17 16:40:03.735200+00:00,0.464781
2022-01-17 17:00:03.596220+00:00,0.398308
2022-01-17 17:20:02.895955+00:00,0.37955
2022-01-17 17:40:03.251170+00:00,0.410538
2022-01-17 18:00:02.899133+00:00,0.341707
2022-01-17 18:20:03.226437+00:00,0.346131
2022-01-17 18:40:03.389504+00:00,0.351763
2022-01-17 19:00:02.925753+00:00,0.350345
2022-01-17 19:20:05.655551+00:00,0.283366
2022-01-17 19:40:03.634847+00:00,0.281926
2022-01-17 20:00:02.418965+00:00,0.278435
2022-01-17 20:20:03.556099+00:00,0.271168
2022-01-17 20:40:02.072823+00:00,0.266858
2022-01-17 21:00:02.701063+00:00,0.273037
2022-01-17 21:20:03.510542+00:00,0.293232
2022-01-17 21:40:03.683442+00:00,0.278694
2022-01-17 22:00:03.063371+00:00,0.278544
2022-01-17 22:20:05.507917+00:00,0.28511
2022-01-17 22:40:03.253675+00:00,0.303388
2022-01-17 23:00:03.704863+00:00,0.325657
2022-01-17 23:20:02.404274+00:00,0.319841
2022-01-17 23:40:02.944633+00:00,0.304079
2022-01-18 00:00:03.743233+00:00,0.295629
2022-01-18 00:20:02.833738+00:00,0.299852
2022-01-18 00:40:03.908432+00:00,0.299072
2022-01-18 01:00:03.949679+00:00,0.290845
2022-01-18 01:20:03.278860+00:00,0.292103
2022-01-18 01:40:03.096872+00:00,0.296402
2022-01-18 02:00:03.000444+00:00,0.317951
2022-01-18 02:20:02.968479+00:00,0.334684
2022-01-18 02:40:03.389453+00:00,0.433751
2022-01-18 03:00:02.645212+00:00,0.464212
2022-01-18 03:20:03.146948+00:00,0.480332
2022-01-18 03:40:02.715677+00:00,0.529675
2022-01-18 04:00:03.209490+00:00,0.554378
2022-01-18 04:20:03.239413+00:00,0.530094
2022-01-18 04:40:03.676706+00:00,0.577294
2022-01-18 05:00:03.876431+00:00,0.563006
2022-01-18 05:20:04.236052+00:00,0.922129
2022-01-18 05:40:02.803573+00:00,1.051395
2022-01-18 06:00:04.154994+00:00,0.837239
2022-01-18 06:20:03.995620+00:00,0.897786
2022-01-18 06:40:04.522825+00:00,0.783175
2022-01-18 07:00:03.351345+00:00,0.8435
2022-01-18 07:20:03.562316+00:00,0.828268
2022-01-18 07:40:03.330418+00:00,0.678443
2022-01-18 08:00:03.058914+00:00,0.825135
2022-01-18 08:20:03.526751+00:00,0.730101
2022-01-18 08:40:04.425276+00:00,0.784624
2022-01-18 09:00:04.752928+00:00,0.782339
2022-01-18 09:20:02.994997+00:00,0.814999
2022-01-18 09:40:03.637632+00:00,0.758237
2022-01-18 10:00:05.205856+00:00,0.738102
2022-01-18 10:20:06.446700+00:00,0.764392
2022-01-18 10:40:03.254679+00:00,0.773688
2022-01-18 11:00:02.869944+00:00,0.72054
2022-01-18 11:20:03.819629+00:00,0.639734
2022-01-18 11:40:03.422268+00:00,0.768008
2022-01-18 12:00:05.674208+00:00,0.992377
2022-01-18 12:20:03.755118+00:00,1.006543
2022-01-18 12:40:04.915094+00:00,0.968559
2022-01-18 13:00:03.188743+00:00,0.926965
2022-01-18 13:20:02.647075+00:00,0.85426
2022-01-18 13:40:03.293774+00:00,0.843305
2022-01-18 14:00:03.099814+00:00,0.825444
2022-01-18 14:20:02.816491+00:00,0.857154
2022-01-18 14:40:04.474852+00:00,0.760871
2022-01-18 15:00:03.623881+00:00,0.749399
2022-01-18 15:20:03.512177+00:00,0.760143
2022-01-18 15:40:02.918289+00:00,0.70916
2022-01-18 16:00:04.490691+00:00,0.702655
2022-01-18 16:20:03.216504+00:00,0.714388
2022-01-18 16:40:04.636126+00:00,0.648052
2022-01-18 17:00:04.188125+00:00,0.584082
2022-01-18 17:20:02.450269+00:00,0.572517
2022-01-18 17:40:03.474410+00:00,0.544644
2022-01-18 18:00:02.991301+00:00,0.492725
2022-01-18 18:20:02.843469+00:00,0.569644
2022-01-18 18:40:03.258515+00:00,0.488404
2022-01-18 19:00:02.461112+00:00,0.463015
2022-01-18 19:20:03.102772+00:00,0.45955
2022-01-18 19:40:04.430464+00:00,0.428541
2022-01-18 20:00:02.781099+00:00,0.428205
2022-01-18 20:20:01.959222+00:00,0.39362
2022-01-18 20:40:05.260583+00:00,0.37815
2022-01-18 21:00:03.357606+00:00,0.361042
2022-01-18 21:20:01.966672+00:00,0.337968
2022-01-18 21:40:02.056417+00:00,0.342415
2022-01-18 22:00:02.660657+00:00,0.330231
2022-01-18 22:20:03.532038+00:00,0.32244
2022-01-18 22:40:03.853819+00:00,0.330646
2022-01-18 23:00:04.483592+00:00,0.337405
2022-01-18 23:20:05.287260+00:00,0.352933
2022-01-18 23:40:03.523779+00:00,0.385376
2022-01-19 00:00:03.598959+00:00,0.414819
2022-01-19 00:20:02.935746+00:00,0.432048
2022-01-19 00:40:02.867075+00:00,0.387862
2022-01-19 01:00:03.937275+00:00,0.390872
2022-01-19 01:20:02.800833+00:00,0.386357
2022-01-19 01:40:03.733755+00:00,0.378766
2022-01-19 02:00:03.989190+00:00,0.397442
2022-01-19 02:20:04.201217+00:00,0.449348
2022-01-19 02:40:03.191628+00:00,0.530362
2022-01-19 03:00:02.718506+00:00,0.761596
2022-01-19 03:20:05.064203+00:00,0.820979
2022-01-19 03:40:04.314899+00:00,0.633277
2022-01-19 04:00:05.871049+00:00,0.816765
