Concentration,label,Forecast
0.46345,1.307911,
0.634853,1.307911,
0.635742,1.307911,
0.663807,1.307911,
0.520378,1.31181,
0.486191,1.31181,
0.479291,1.31181,
0.553386,1.505678,
0.724862,1.505678,
0.926792,1.505678,
0.842046,1.505678,
1.003848,1.505678,
0.733284,1.282374,
0.933904,1.282374,
1.084438,1.282374,
1.704792,0.859092,
2.545234,0.859092,
2.421618,0.859092,
2.806344,0.859092,
2.665603,0.859092,
3.451941,0.87995,
2.386612,0.87995,
2.047353,0.87995,
3.506435,0.813138,
4.371927,0.813138,
3.944119,0.813138,
2.953259,0.813138,
2.542125,0.813138,
3.468209,0.72973,
2.68597,0.72973,
2.014955,0.72973,
2.087706,0.818953,
2.668493,0.818953,
2.315933,0.818953,
2.208608,0.818953,
2.556845,0.818953,
2.406636,0.764901,
2.041237,0.764901,
1.890112,0.764901,
1.801187,0.764901,
1.542068,0.905245,
1.588947,0.905245,
1.945114,0.905245,
1.95489,0.854902,
1.594647,0.854902,
1.988948,0.854902,
1.953749,0.854902,
1.827265,0.854902,
1.758877,0.926075,
1.688926,0.926075,
1.888631,0.926075,
1.653943,1.272044,
2.008687,1.272044,
2.208067,1.272044,
3.024518,1.272044,
2.934626,1.272044,
2.831547,1.262377,
2.405979,1.301631,
2.632141,1.488878,
2.37733,1.678729,
1.609352,1.986586,
1.424011,1.474711,
1.723886,1.869289,
1.406868,1.58033,
1.141476,1.465003,
0.978689,1.775979,
0.831427,1.998425,
0.77156,1.285804,
0.800349,0.90045,
0.874456,0.957947,
1.328341,0.869031,
1.482287,1.176692,
1.355779,0.908556,
1.65921,0.49249,
1.631216,0.374641,
1.698203,0.315916,
1.756473,0.259459,
1.421469,0.29817,
1.484855,0.286809,
1.196192,0.257035,
0.838979,0.220338,
0.917007,0.208659,
1.069789,0.367187,
1.755263,0.702866,
1.596103,1.116495,
2.328625,1.073781,
2.225259,1.267809,
2.868632,1.450315,
4.16019,1.13179,
2.094007,1.048049,
2.437176,1.569265,
3.05069,1.344754,
3.668903,1.224945,
4.396902,1.224945,
4.898203,1.224945,
4.033762,1.224945,
4.777515,1.093826,
4.495734,1.093826,
4.505562,1.093826,
3.446648,1.093826,
4.388371,1.181056,
3.354066,1.181056,
2.893924,1.181056,
3.099439,1.022372,
2.504966,1.022372,
2.605456,1.022372,
3.318642,1.022372,
4.874168,1.022372,
4.575921,1.063902,
3.641251,1.063902,
3.170382,1.063902,
3.078615,1.063902,
2.674346,0.961656,
2.73737,0.961656,
3.06435,0.961656,
2.574549,0.961656,
2.579295,1.07936,
2.639432,1.07936,
2.615014,1.07936,
2.134198,1.1037,
1.936207,1.1037,
1.813218,1.1037,
1.909486,1.1037,
1.797918,0.908444,
1.796902,0.908444,
2.051254,0.908444,
2.064111,0.908444,
2.557045,0.908444,
2.306844,1.087343,
1.94993,1.087343,
1.871516,1.087343,
1.880823,1.087343,
2.14596,1.246652,
2.006055,1.246652,
2.026562,1.246652,
2.731635,1.246652,
3.178134,1.246652,
2.70593,1.430622,
3.676185,1.430622,
2.826003,1.430622,
2.562538,1.505233,
3.428323,1.505233,
4.224299,1.505233,
3.348463,1.505233,
3.542647,1.344298,
4.459696,1.344298,
3.928713,1.344298,
4.310648,1.587635,
4.806474,1.587635,
4.677066,1.587635,
4.296091,1.587635,
3.347966,1.33721,
2.515392,1.33721,
2.265952,1.33721,
2.251927,1.33721,
2.629583,1.478827,
2.767978,1.478827,
3.135844,1.478827,
2.796382,1.478827,
1.983964,1.478827,
1.603114,1.667978,
2.056738,1.667978,
2.133258,1.667978,
2.148837,1.172986,
2.725388,1.172986,
3.516027,1.172986,
4.408698,1.172986,
4.005524,2.874492,
3.662198,2.874492,
4.744083,2.874492,
4.880229,2.874492,
4.194143,1.834795,
3.649714,1.834795,
3.764376,1.834795,
4.910554,1.834795,
4.75313,1.834795,
4.151489,1.794781,
2.861767,1.794781,
3.382339,1.794781,
3.471347,1.794781,
3.446296,2.587845,
3.260597,2.587845,
2.8532,2.587845,
3.38444,2.587845,
3.531736,2.279447,
3.786541,2.279447,
3.949022,2.279447,
3.418125,2.893859,
3.550303,2.893859,
3.198917,2.893859,
2.738265,2.893859,
2.313644,2.893859,
2.491579,4.275461,
2.015282,4.275461,
1.754938,4.275461,
1.769142,4.275461,
1.771728,1.366727,
2.384906,1.366727,
3.137288,1.366727,
2.521258,1.366727,
2.624581,1.002688,
2.695464,1.002688,
2.847488,1.002688,
3.389455,1.048203,
3.024378,1.048203,
3.049948,1.048203,
3.103592,1.048203,
3.063294,1.28232,
3.670755,1.28232,
3.460601,1.28232,
3.258397,1.28232,
3.868948,1.624505,
4.6674,1.624505,
4.668305,1.624505,
4.345219,1.624505,
3.74911,1.188038,
3.819099,1.188038,
4.354671,1.188038,
3.531304,1.188038,
3.111439,0.922491,
2.535168,0.922491,
2.43807,0.922491,
2.279447,0.922491,
2.428306,0.922491,
3.277817,0.922491,
4.617777,0.554985,
4.006102,0.554985,
3.447755,0.554985,
3.58906,0.448072,
3.163476,0.448072,
3.664803,0.448072,
3.96126,0.448072,
4.000741,0.424965,
3.51948,0.424965,
3.57147,0.424965,
2.442662,0.424965,
2.430746,0.403577,
2.511523,0.403577,
2.303336,0.403577,
2.27059,0.383903,
2.324223,0.383903,
2.603427,0.383903,
2.552212,0.383903,
2.51485,0.383903,
2.705585,0.370533,
2.966484,0.370533,
3.331233,0.370533,
2.372188,0.370533,
1.638864,0.33899,
2.154579,0.33899,
1.923931,0.33899,
2.006339,0.33899,
3.298067,0.289574,
3.998626,0.289574,
3.735919,0.289574,
2.977527,0.204653,
2.954441,0.204653,
3.476406,0.204653,
2.993627,0.204653,
4.041914,0.196135,
4.430278,0.196135,
4.153792,0.196135,
4.549708,0.196135,
4.819225,0.18409,
3.957756,0.18409,
4.003719,0.18409,
3.984697,0.18409,
3.405885,0.172138,
4.753548,0.172138,
3.302929,0.172138,
2.205746,0.172138,
2.921052,0.172138,
2.682674,0.1883,
2.658781,0.1883,
2.793083,0.1883,
2.104549,0.1883,
1.620052,0.197282,
1.670362,0.197282,
1.774243,0.197282,
2.348063,0.197282,
2.270323,0.212256,
2.963519,0.212256,
3.048512,0.212256,
2.521826,0.212256,
2.725608,0.24398,
2.4947,0.24398,
2.078073,0.24398,
1.393111,0.24398,
2.143342,0.285975,
2.475956,0.285975,
2.376497,0.285975,
1.807616,0.297264,
1.58416,0.297264,
1.529848,0.297264,
1.262819,0.297264,
1.409251,0.287618,
1.637064,0.287618,
1.069796,0.287618,
1.363082,0.287618,
1.796323,0.287618,
1.950165,0.273712,
2.199823,0.273712,
2.035866,0.273712,
1.949732,0.253275,
1.728006,0.253275,
1.499478,0.253275,
1.423181,0.253275,
1.25671,0.254915,
1.054179,0.254915,
1.291738,0.254915,
1.050652,0.254915,
1.010768,0.255061,
1.06284,0.255061,
1.339358,0.255061,
0.942585,0.255061,
1.087959,0.286964,
1.09633,0.286964,
0.883745,0.286964,
1.009525,0.286964,
1.195362,0.286964,
1.428375,0.309299,
1.852802,0.309299,
2.332591,0.309299,
2.660302,0.309299,
2.836438,0.279468,
3.062872,0.279468,
3.024443,0.279468,
2.507032,0.279468,
3.311688,0.281843,
4.678275,0.281843,
3.589639,0.281843,
4.818116,0.281843,
4.052522,0.284201,
2.382025,0.284201,
2.664087,0.284201,
2.264622,0.292747,
1.803385,0.292747,
1.720588,0.292747,
1.426099,0.292747,
1.624429,0.292747,
1.628726,0.304178,
1.520297,0.304178,
1.38599,0.304178,
1.566384,0.304178,
1.439042,0.255419,
0.691698,0.255419,
0.347853,0.255419,
0.302287,0.276812,
0.317832,0.276812,
0.114663,0.276812,
0.052606,0.276812,
0.159737,0.296536,
0.250141,0.296536,
0.272937,0.296536,
0.207476,0.296536,
0.134889,0.351577,
0.23886,0.351577,
0.614259,0.351577,
0.176582,0.351577,
0.081424,0.298803,
0.121752,0.298803,
0.083657,0.298803,
0.13258,0.298803,
0.139661,0.298803,
0.139714,0.346384,
0.150762,0.346384,
0.192696,0.346384,
0.222464,0.346384,
0.142174,0.440912,
0.038822,0.440912,
0.0,0.440912,
0.0,0.440912,
0.0,0.470134,
0.003618,0.470134,
0.00102,0.470134,
0.0,0.470134,
0.0,0.489741,
0.0,0.489741,
0.0,0.489741,
0.0,0.489741,
0.007801,0.4439,
0.009699,0.4439,
0.07159,0.4439,
0.092039,0.469793,
0.184227,0.469793,
0.290973,0.469793,
0.412161,0.469793,
0.469021,0.469793,
0.14407,0.461435,
0.139396,0.461435,
0.139781,0.461435,
0.144951,0.461435,
0.132254,0.460744,
0.244484,0.460744,
0.576549,0.460744,
0.196895,0.460744,
1.157047,0.430931,
1.855981,0.430931,
0.354753,0.430931,
0.185992,0.395136,
0.264789,0.395136,
0.19184,0.395136,
0.115759,0.395136,
0.158535,0.390762,
0.171024,0.390762,
0.400263,0.390762,
0.151617,0.390762,
0.128382,0.426985,
0.104373,0.426985,
0.018908,0.426985,
0.078545,0.426985,
0.198142,0.426985,
0.0942,0.347035,
0.020351,0.347035,
0.034373,0.347035,
0.084391,0.347035,
0.022287,0.331738,
0.009386,0.331738,
0.000939,0.331738,
0.006541,0.331738,
0.001653,0.353616,
0.024128,0.353616,
0.23312,0.353616,
0.44928,0.353616,
0.273231,0.383395,
0.175251,0.383395,
0.179716,0.383395,
0.247798,0.383395,
0.145757,0.571085,
0.031428,0.571085,
0.107633,0.571085,
0.135379,0.571085,
0.069465,0.536212,
0.126834,0.536212,
0.081113,0.536212,
0.040867,0.447202,
0.03134,0.447202,
0.110792,0.447202,
0.181424,0.447202,
0.087395,0.49348,
0.094924,0.49348,
0.083613,0.49348,
0.072752,0.49348,
0.008839,0.481999,
0.009849,0.481999,
0.016159,0.481999,
0.012041,0.481999,
6.3e-05,0.481999,
0.0,0.536525,
0.0,0.536525,
0.0,0.536525,
0.0,0.534623,
0.0,0.534623,
0.004766,0.534623,
0.002302,0.534623,
0.0,0.534623,
0.0,0.529059,
0.0,0.529059,
0.0,0.529059,
0.0,0.522742,
0.000825,0.522742,
0.010284,0.522742,
0.00052,0.522742,
0.025212,0.522742,
0.0,0.593846,
0.0,0.593846,
0.107744,0.593846,
0.067718,0.593846,
0.104332,0.549806,
0.011993,0.549806,
0.031648,0.549806,
0.011794,0.549806,
0.002138,0.547026,
0.006629,0.547026,
0.021958,0.547026,
0.013321,0.547026,
0.017592,0.45715,
0.041546,0.45715,
0.048699,0.45715,
0.076333,0.45715,
0.06666,0.422287,
0.037475,0.422287,
0.100891,0.422287,
0.065361,0.39039,
0.04663,0.39039,
0.309532,0.39039,
0.265138,0.39039,
0.135981,0.39039,
0.212487,0.33147,
0.346458,0.33147,
0.278554,0.33147,
0.050248,0.346307,
0.061836,0.346307,
0.053567,0.346307,
0.166399,0.346307,
0.193286,0.351084,
0.23387,0.351084,
0.36813,0.351084,
0.315597,0.351084,
0.392782,0.299611,
0.627824,0.299611,
0.749948,0.299611,
1.375152,0.299611,
1.538366,0.331876,
1.304715,0.331876,
0.669919,0.331876,
0.479427,0.331876,
0.406474,0.381572,
0.444747,0.381572,
0.440981,0.381572,
0.568665,0.381572,
0.593038,0.381572,
0.50346,0.294659,
0.534239,0.294659,
0.504976,0.294659,
0.556004,0.294659,
0.727746,0.327165,
1.27085,0.327165,
0.887687,0.327165,
1.294106,0.327165,
1.971978,0.305237,
1.326902,0.305237,
1.011005,0.305237,
0.842413,0.27048,
0.956522,0.27048,
1.31635,0.27048,
1.795266,0.27048,
1.23193,0.27048,
0.845668,0.249855,
0.631007,0.249855,
0.47709,0.249855,
0.445235,0.249855,
0.30016,0.221303,
0.296983,0.221303,
0.424314,0.221303,
0.44793,0.221303,
0.30545,0.230064,
0.323248,0.230064,
0.573266,0.230064,
0.358888,0.229385,
0.35947,0.229385,
0.426391,0.229385,
0.35505,0.229385,
0.251392,0.209195,
0.289175,0.209195,
0.223565,0.209195,
0.222034,0.209195,
0.256908,0.244556,
0.181114,0.244556,
0.227288,0.244556,
0.209756,0.244556,
0.383966,0.256701,
0.993134,0.256701,
1.248953,0.256701,
0.886721,0.256701,
1.474698,0.256701,
1.45645,0.256701,
1.693166,0.240291,
1.418098,0.240291,
1.471396,0.240291,
1.831999,0.235263,
0.625004,0.235263,
0.381023,0.235263,
0.365413,0.235263,
0.336189,0.212934,
0.27929,0.212934,
0.327098,0.212934,
0.295943,0.212934,
0.425924,0.199174,
0.48183,0.199174,
0.381037,0.199174,
0.303275,0.199174,
0.212271,0.187019,
0.528646,0.187019,
0.574874,0.187019,
0.130619,0.187019,
0.229302,0.193294,
0.357911,0.193294,
0.066484,0.193294,
0.092828,0.220217,
0.070469,0.220217,
0.175569,0.220217,
0.313807,0.220217,
0.233623,0.235476,
0.264976,0.235476,
0.265865,0.235476,
0.207658,0.235476,
0.136021,0.235476,
0.246672,0.322419,
0.253418,0.322419,
0.257932,0.322419,
0.346649,0.396174,
0.359595,0.396174,
0.206497,0.396174,
0.3096,0.396174,
0.215268,0.396174,
0.328492,0.377505,
0.281693,0.377505,
0.264333,0.377505,
0.350164,0.383661,
0.545818,0.383661,
0.599248,0.383661,
0.215476,0.383661,
0.250189,0.383661,
1.013115,0.436429,
0.383831,0.436429,
0.968362,0.436429,
0.744397,0.436429,
0.825938,0.544285,
0.581131,0.544285,
0.42161,0.544285,
0.225299,0.544285,
0.239872,0.589093,
0.172856,0.589093,
0.488788,0.589093,
0.479264,0.589093,
0.106985,0.697204,
0.294534,0.697204,
0.306604,0.712667,
0.314721,0.840945,
0.319453,1.178604,
0.16261,0.699174,
0.407885,0.770006,
0.516563,0.933789,
0.824209,1.015147,
0.790619,0.740178,
0.551738,0.974909,
0.514099,1.021259,
0.522243,1.353163,
0.446296,1.0585,
0.206507,1.177996,
0.246254,1.430516,
0.326256,1.150914,
0.407364,1.50904,
0.294148,1.00822,
0.293236,0.781643,
0.275311,0.984013,
0.322568,0.691603,
0.33563,0.773978,
0.412288,0.703026,
0.27009,0.331581,
0.43022,0.307436,
0.62064,0.303769,
0.544907,0.273466,
0.602786,0.286427,
0.637898,1.39245,
0.609602,1.909809,
0.6366,1.666771,
0.488264,1.990757,
0.522733,1.719735,
0.598701,1.509368,
0.460291,1.01138,
0.547478,0.972788,
0.127336,1.073759,
0.099143,1.042539,
0.180794,0.992664,
0.20099,0.91728,
0.395639,1.004733,
1.191363,1.074084,
1.183925,0.972467,
1.089881,0.997657,
1.195472,0.907839,
1.254576,0.94851,
1.34133,0.967013,
1.033855,0.967013,
0.932917,0.967013,
0.70412,0.967013,
0.605345,0.998247,
0.649473,0.998247,
0.539601,0.998247,
0.553296,0.998247,
0.919204,0.998247,
0.863939,1.092955,
0.781831,1.092955,
0.696511,1.092955,
0.867641,1.092955,
0.683301,0.980731,
1.030974,0.980731,
1.112203,0.980731,
1.372772,0.980731,
1.050371,1.042207,
0.868061,1.042207,
1.004932,1.042207,
0.51093,1.083439,
0.998196,1.083439,
0.899312,1.083439,
0.294687,1.083439,
0.224488,1.083439,
0.16367,1.197423,
0.160402,1.197423,
0.147754,1.197423,
0.15109,1.354781,
0.005569,1.354781,
0.001087,1.354781,
0.000894,1.354781,
0.195819,1.354781,
0.564528,1.218845,
0.506623,1.218845,
0.316735,1.218845,
0.316735,1.418295,
0.316735,1.418295,
0.316735,1.418295,
0.584937,1.418295,
0.584937,1.418295,
0.584937,1.171185,
0.550535,1.171185,
0.550535,1.171185,
0.550535,1.037279,
0.550535,1.037279,
0.550535,1.037279,
0.929566,1.037279,
0.929566,1.037279,
0.929566,1.115757,
0.929566,1.115757,
1.418652,1.115757,
1.418652,1.183226,
1.418652,1.183226,
1.418652,1.183226,
0.929378,1.183226,
0.929378,1.183226,
0.929378,1.95546,
0.853537,1.95546,
0.853537,1.95546,
0.853537,1.95546,
0.853537,1.984307,
0.936514,1.984307,
0.936514,1.984307,
0.936514,1.984307,
0.936514,1.191273,
0.601993,1.191273,
0.601993,1.191273,
0.601993,1.191273,
0.601993,1.215878,
0.703265,1.215878,
0.703265,1.215878,
0.703265,1.215878,
0.703265,1.408731,
0.703265,1.408731,
0.701775,1.408731,
0.701775,1.408731,
0.701775,1.377158,
0.701775,1.377158,
0.650971,1.377158,
0.650971,1.377158,
0.650971,0.932534,
0.650971,0.932534,
0.78208,0.932534,
0.78208,0.932534,
0.78208,1.215455,
0.78208,1.215455,
0.649418,1.215455,
0.649418,1.215455,
0.649418,1.369814,
0.649418,1.369814,
0.497809,1.369814,
0.497809,0.970459,
0.497809,0.970459,
0.579912,0.970459,
0.579912,0.970459,
0.579912,0.970459,
0.579912,0.886611,
0.868526,0.886611,
0.868526,0.886611,
0.868526,0.826252,
0.868526,0.826252,
0.678907,0.826252,
0.678907,0.826252,
0.678907,0.967847,
0.678907,0.967847,
0.678907,0.967847,
0.601577,0.967847,
0.601577,0.727389,
0.601577,0.727389,
0.601577,0.727389,
0.620974,0.727389,
0.620974,0.727389,
0.620974,0.48078,
0.620974,0.48078,
0.496407,0.48078,
0.496407,0.48078,
0.496407,0.802654,
0.496407,0.802654,
0.507655,0.802654,
0.507655,0.802654,
0.507655,0.605833,
0.507655,0.605833,
0.679322,0.605833,
0.679322,0.605833,
0.679322,0.797906,
0.679322,0.797906,
0.660697,0.797906,
0.660697,0.797906,
0.660697,0.593634,
0.690297,0.593634,
0.690297,0.593634,
0.690297,0.593634,
0.690297,0.501413,
0.744183,0.501413,
0.744183,0.501413,
0.744183,0.501413,
0.744183,0.427749,
1.154556,0.427749,
1.154556,0.427749,
1.154556,0.540017,
1.154556,0.540017,
1.120143,0.540017,
1.120143,0.540017,
1.120143,0.479365,
1.120143,0.479365,
1.120143,0.479365,
1.690284,0.479365,
1.690284,0.479365,
1.690284,0.434074,
1.690284,0.434074,
2.648139,0.434074,
2.648139,0.462391,
2.648139,0.462391,
2.814623,0.462391,
2.814623,0.462391,
2.814623,0.550621,
2.814623,0.550621,
2.814623,0.550621,
2.246456,0.550621,
2.246456,0.74258,
2.246456,0.74258,
2.032082,0.74258,
2.032082,0.74258,
2.032082,0.65665,
2.032082,0.65665,
2.032082,0.65665,
1.783777,0.65665,
1.783777,0.65665,
1.783777,0.65665,
1.783777,0.587373,
2.075128,0.587373,
2.075128,0.587373,
2.075128,0.583978,
2.075128,0.583978,
3.022558,0.583978,
3.022558,0.583978,
3.022558,0.68332,
2.242181,0.68332,
2.242181,0.68332,
2.242181,0.68332,
2.242181,0.967656,
1.756637,0.967656,
1.756637,0.967656,
1.756637,0.967656,
1.756637,0.957728,
2.801834,0.957728,
2.801834,0.957728,
2.801834,0.957728,
2.801834,1.254232,
2.801834,1.254232,
2.020465,1.254232,
2.020465,1.254232,
2.020465,1.556562,
2.020465,1.556562,
1.979354,1.556562,
1.979354,1.556562,
1.979354,1.968076,
1.979354,1.968076,
1.75773,1.968076,
1.75773,2.116854,
1.75773,2.116854,
